text,label,emotion,cleaned_text,word_count,char_count,avg_word_length,capital_count,exclaim_count,question_count,negation_count
im waiting to go to my decal right now and i feel really shitty so i dont want to do any studying for the time being,0,sadness,im waiting go decal right feel shitty dont want any studying time,26,116,3.5,0,0,0,0
i feel that all sports are unprotected from the media and on an equal playing field,0,sadness,feel sports unprotected media equal playing field,16,83,4.25,0,0,0,0
i am sure the vast majority of decent working class people feel insulted about being derided as unable to be respectful towards referees and are the parents who watch their child s match shouting abuse and swearing etc,3,anger,sure vast majority decent working class people feel insulted derided unable respectful towards referees parents watch child match shouting abuse swearing etc,38,218,4.7631578947368425,0,0,0,0
i feel so appreciative to the owners of this cafe,1,joy,feel appreciative owners cafe,10,49,4.0,0,0,0,0
i feel peaceful it s ok,1,joy,feel peaceful ok,6,23,3.0,0,0,0,0
i have been absolutely useless written about nothing at all and feel like im neglecting my faithful followers by failing to update the blog today,1,joy,absolutely useless written nothing feel like im neglecting faithful followers failing update blog today,25,145,4.84,0,0,0,0
im feeling so doubtful today,4,fear,im feeling doubtful today,5,28,4.8,0,0,0,0
i am actually feeling optimistic about my back and my future in movement,1,joy,actually feeling optimistic back future movement,13,72,4.615384615384615,0,0,0,0
im dreaming of zombie apocalypses alien dragons with breathing tubes attacking the earth and feeling cranky,3,anger,im dreaming zombie apocalypses alien dragons breathing tubes attacking earth feeling cranky,16,107,5.75,0,0,0,0
i don t feel amazing or good afterwards then i m not pleased,1,joy,don feel amazing good afterwards m not pleased,13,60,3.6923076923076925,0,0,0,1
i really started to feel that the ica was an association worth supporting and maybe something that id enjoy being a part of,2,love,started feel ica association worth supporting maybe something id enjoy part,23,123,4.391304347826087,0,0,0,0
i hope to god it is a false reading because i feel so unprotected without him,4,fear,hope god false reading because feel unprotected without,16,77,3.875,0,0,0,0
i need to get a job but due to my very silly head i dont really know what i feel passionate about anymore nor do i know what drives me,2,love,need job due silly head dont know feel passionate anymore nor know drives,30,134,3.5,0,0,0,1
i wake up always feeling anxious not knowing why,4,fear,wake always feeling anxious not knowing why,9,48,4.444444444444445,0,0,0,1
i am feeling impatient restless excited,3,anger,feeling impatient restless excited,6,39,5.666666666666667,0,0,0,0
im feeling adventurous i use his ideas as my own,1,joy,im feeling adventurous use ideas own,10,48,3.9,0,0,0,0
i just have to allow myself to loosen up a bit so i don t feel too stressed and restricted by myself,0,sadness,allow myself loosen bit don feel stressed restricted myself,22,100,3.590909090909091,0,0,0,0
im happy i got her to see her smile and laugh yesterday something to bring me joy when i feel completely drained,0,sadness,im happy see smile laugh yesterday something bring joy feel completely drained,22,112,4.136363636363637,0,0,0,0
i understand that sometimes historians grow attached to the eras or personalities they study but i feel like this goes beyond a casual and predictable infatuation with the civilization and its history,1,joy,understand sometimes historians grow attached eras personalities study feel like goes beyond casual predictable infatuation civilization history,32,200,5.28125,0,0,0,0
i feel like a delicate fragile vase,2,love,feel like delicate fragile vase,7,35,4.142857142857143,0,0,0,0
i feel very pretty and i have a really cute outfit on with some pretty costume jewelry,1,joy,feel pretty cute outfit pretty costume jewelry,17,86,4.117647058823529,0,0,0,0
i feeling a little tender and uncomfortable but the needle marks on my bum are worse,2,love,feeling little tender uncomfortable needle marks bum worse,16,84,4.3125,0,0,0,0
i realised i only hate people because i feel threatened by them,4,fear,realised only hate people because feel threatened,12,63,4.333333333333333,0,0,0,0
i asked this person how she was approaching this issue the answer was oh i m being very specific i m saying even though i don t feel loved i deeply and completely accept myself,2,love,asked person approaching issue answer oh m specific m saying even though don feel loved deeply completely accept myself,35,176,4.057142857142857,0,0,0,0
i wake up this morning i can feel my legs my body is aching,0,sadness,wake morning feel legs body aching,14,59,3.2857142857142856,0,0,0,0
i feel anxious and worry just in case i dont understand the customers problems,4,fear,feel anxious worry case dont understand customers problems,14,78,4.642857142857143,0,0,0,0
i feel like the image is compromised and immediately not as successful,1,joy,feel like image compromised immediately not successful,12,70,4.916666666666667,0,0,0,1
i feel this feeling when i am to fill in a questionnaire or a form,3,anger,feel feeling fill questionnaire form,15,66,3.466666666666667,0,0,0,0
i feel tortured being a person because no one in the world even think im somebody i wish there will be somebody out there wishing is just a waste of time though i dream too for somebody but its just the same tortured,4,fear,feel tortured person because no one world even think im somebody wish somebody wishing waste time though dream somebody same tortured,43,216,4.046511627906977,0,0,0,1
i almost feel confused and out of character when i honestly say actually things are going pretty well,4,fear,almost feel confused character honestly say actually things going pretty well,18,101,4.666666666666667,0,0,0,0
i feel naughty a href http www,2,love,feel naughty href http www,7,30,3.4285714285714284,0,0,0,0
im sick of constantly having this betrayed feeling in my stomach the feeling that no matter how much someone says they care about me whether it be a friend or something more they dont seem to have any loyalty no compassion for me or whats hurt me no understanding just arguments,0,sadness,im sick constantly having betrayed feeling stomach feeling no matter much someone says care whether friend something dont seem any loyalty no compassion whats hurt no understanding arguments,51,278,4.470588235294118,0,0,0,3
ive learned that people will forget what you said people will forget what you did but people will never forget how you made them feel she showed that our creative work can be a way to show kindness,1,joy,ive learned people forget said people forget people never forget made feel showed creative work way show kindness,38,197,4.2105263157894735,0,0,0,1
i am not a regular member of this group meaning that i do not follow whats going on very often and also i feel a bit shy in budding in when i do not have much to say but today i have a request for you people,4,fear,not regular member group meaning not follow whats going often feel bit shy budding not much say today request people,47,207,3.425531914893617,0,0,0,3
i will be able to feel a little bit more emotional freedom,0,sadness,able feel little bit emotional freedom,12,58,3.9166666666666665,0,0,0,0
i have a feeling this week is just going to be splendid,1,joy,feeling week going splendid,12,55,3.6666666666666665,0,0,0,0
i would never be able to feel like i do today buoied up by sense of peace and calm that can only come through hope,1,joy,never able feel like today buoied sense peace calm only come hope,25,114,3.6,0,0,0,1
i hate the fact i feel so miserable most of the time when im not usually and i hate the fact i feel as if im moaning,0,sadness,hate fact feel miserable time im not usually hate fact feel im moaning,27,116,3.3333333333333335,0,0,0,1
i would have never understood or valued the meaning of a life partner if i did not feel lonely,0,sadness,never understood valued meaning life partner not feel lonely,19,94,4.0,0,0,0,2
i m tryin my level best be a gud pal but i cant help if u dont understad what i feel abt u dats ur problemn i don think carin for sum is a crime img src rte emoticons smile sarcastic,3,anger,m tryin level best gud pal cant help u dont understad feel abt u dats ur problemn don think carin sum crime img src rte emoticons smile sarcastic,41,182,3.4634146341463414,0,0,0,0
i feel so bouncy and happy,1,joy,feel bouncy happy,6,26,3.5,0,0,0,0
i feel like i missed out on an opportunity to wear a cape during my run,0,sadness,feel like missed opportunity wear cape during run,16,71,3.5,0,0,0,0
i seriously hate one subject to death but now i feel reluctant to drop it,4,fear,seriously hate one subject death feel reluctant drop,15,73,3.933333333333333,0,0,0,0
i was still feeling lousy from the cough and the side effects of chemo were finally kicking in,0,sadness,still feeling lousy cough side effects chemo finally kicking,18,94,4.277777777777778,0,0,0,0
i feel its image has certainly been damaged by all of this,0,sadness,feel image certainly damaged,12,58,3.9166666666666665,0,0,0,0
i understand that you re feeling anxious,4,fear,understand re feeling anxious,7,40,4.857142857142857,0,0,0,0
i understand that but its so nice not to feel like the weird one,4,fear,understand nice not feel like weird one,14,64,3.642857142857143,0,0,0,1
i feel so vain when i look at myself and notice how much i like my nose or how nice my face structure is,0,sadness,feel vain look myself notice much like nose nice face structure,24,104,3.375,0,0,0,0
i feel like i can read all the articles and blogs and even the press releases from the akron marathon in the world but nothing can calm me down,1,joy,feel like read articles blogs even press releases akron marathon world nothing calm,29,143,3.9655172413793105,0,0,0,0
i feel very lucky to have known him to have called him family,1,joy,feel lucky known called family,13,61,3.769230769230769,0,0,0,0
i feel so privileged that god made this plan for us,1,joy,feel privileged god made plan,11,51,3.727272727272727,0,0,0,0
id have spent more time with her on reading i feel a bit guilty about that,0,sadness,id spent time reading feel bit guilty,16,74,3.6875,0,0,0,0
i know your feeling because i have it and i am glad you have it,1,joy,know feeling because glad,15,63,3.2666666666666666,0,0,0,0
im feeling a bit resentful towards all you australians who watch our modern family greys anatomy and glee,3,anger,im feeling bit resentful towards australians watch modern family greys anatomy glee,18,105,4.888888888888889,0,0,0,0
i had to stand in front of sinks and odkh milk in front of all the women who were entering the bathroom she said i feel offended and i try hard not to cry took,3,anger,stand front sinks odkh milk front women entering bathroom said feel offended try hard not cry took,35,159,3.5714285714285716,0,0,0,1
im feeling pretty good now and ignoring the fact that ill probably feel worse before i feel better a href https lh,1,joy,im feeling pretty good ignoring fact ill probably feel worse before feel better href lh,22,114,4.2272727272727275,0,0,0,0
i hope i would be able to understand and not make my friend feel pressured into doing anything they did not want to do,4,fear,hope able understand not make friend feel pressured doing anything not want,24,118,3.9583333333333335,0,0,0,2
i can t tell you fortunate i feel to have access to so many wonderfully talented photographers like yourself,1,joy,tell fortunate feel access many wonderfully talented photographers like yourself,19,108,4.7368421052631575,0,0,0,0
i felt off kilter before and since following his prompting and seeking peace i feel resolved,1,joy,felt kilter before since following prompting seeking peace feel resolved,16,92,4.8125,0,0,0,0
i feel that it is vital to the conservative movement or anybody to the right of obama for that matter not hard to be to watch carefully,1,joy,feel vital conservative movement anybody right obama matter not hard watch carefully,27,135,4.037037037037037,0,0,0,1
i hope to feel a waft of cool air but no luck,1,joy,hope feel waft cool air no luck,12,45,2.8333333333333335,0,0,0,1
i bet you ll feel absolutely horny on watching shameless blond lad make his guy cry of pleasure caused by hottest fist fuck,2,love,bet ll feel absolutely horny watching shameless blond lad make guy cry pleasure caused hottest fist fuck,23,123,4.391304347826087,0,0,0,0
i just want someone i can feel safe around isnt gunna make me as questions or what me to explain myself about things all the time a guy that understands and gets me,1,joy,want someone feel safe around isnt gunna make questions explain myself things time guy understands gets,33,164,4.0,0,0,0,0
im feeling pretty energetic,1,joy,im feeling pretty energetic,4,27,6.0,0,0,0,0
i always conceal my real true feelings because im afraid of being venerable and taking advantage of because well that happened before and it really destroyed me,4,fear,always conceal real true feelings because im afraid venerable taking advantage because well happened before destroyed,27,160,4.962962962962963,0,0,0,0
i was cleaning up the spilled juice i was thinking about this and even remembered how i had felt at the time and realized that had it been one of my kids who had made this mess i probably wouldnt be calmly cleaning up the mess feeling only a little bit annoyed,3,anger,cleaning spilled juice thinking even remembered felt time realized one kids made mess probably wouldnt calmly cleaning mess feeling only little bit annoyed,52,260,4.019230769230769,0,0,0,0
im feeling cool today,1,joy,im feeling cool today,4,21,4.5,0,0,0,0
i want you on the trip that i feel is cool,1,joy,want trip feel cool,11,42,2.909090909090909,0,0,0,0
i look at the feelings which i think have in some ways inhibited me from stepping forwards,0,sadness,look feelings think ways inhibited stepping forwards,17,90,4.352941176470588,0,0,0,0
i feel her pain and i let her know and i want anyone else suffering with depression to know that you are not alone,0,sadness,feel pain let know want anyone else suffering depression know not alone,24,114,3.7916666666666665,0,0,0,1
i often look back on my younger years and feel ashamed of the things i have done,0,sadness,often look back younger years feel ashamed things done,17,80,3.764705882352941,0,0,0,0
i hear it makes me feel reassured of my views towards humanity,1,joy,hear makes feel reassured views towards humanity,12,62,4.25,0,0,0,0
im feeling drained as usual,0,sadness,im feeling drained usual,5,27,4.6,0,0,0,0
i feel frustrated about especially last night is not in doing all those things i actually enjoy them but in finding the time to do them,3,anger,feel frustrated especially last night not doing things actually enjoy finding time,26,135,4.230769230769231,0,0,0,1
i have been feeling very discouraged the last few weeks,0,sadness,feeling discouraged last few weeks,10,55,4.6,0,0,0,0
i choose to feel terrific a href http www,1,joy,choose feel terrific href http www,9,41,3.6666666666666665,0,0,0,0
i feel like the hymn says i stand all amazed at the love jesus offers me confused at the grace that so fully he proffers me,5,surprise,feel like hymn says stand amazed love jesus offers confused grace fully proffers,26,123,3.769230769230769,0,0,0,0
i feel very blessed to be given the chance to do what i love,2,love,feel blessed given chance love,14,60,3.357142857142857,0,0,0,0
i love feeling like i am truly making a difference in students lives although sometimes i am unsure,4,fear,love feeling like truly making difference students lives although sometimes unsure,18,99,4.555555555555555,0,0,0,0
i still feel slightly strange with sorrow but i know its not something of god but of satan,5,surprise,still feel slightly strange sorrow know not something god satan,18,90,4.055555555555555,0,0,0,1
im also feeling more shaky in my confidence in my faith but at the same time i feel like im growing spiritually a lot and also growing a lot in my understanding of the world around me,4,fear,im feeling shaky confidence faith same time feel like im growing spiritually lot growing lot understanding world around,37,183,3.972972972972973,0,0,0,0
i recently mentioned i feel savage worlds isn t doing a good job modeling the kind of story robin and i are telling in our current duet game and i m willing to experiment with another system,3,anger,recently mentioned feel savage worlds isn doing good job modeling kind story robin telling current duet game m willing experiment another system,37,190,4.162162162162162,0,0,0,0
i feel liked i talked about mass effect to death in these posts but i m going to have to again i m afraid,2,love,feel liked talked mass effect death posts m going m afraid,24,105,3.4166666666666665,0,0,0,0
im looking up at the clouds moving across the sky and up up at the tallest buildings in the city i immediately feel a sense of calm surround me but oops,1,joy,im looking clouds moving across sky tallest buildings city immediately feel sense calm surround oops,31,152,3.935483870967742,0,0,0,0
im feeling about as horny as a dead goat,2,love,im feeling horny dead goat,9,40,3.5555555555555554,0,0,0,0
im just feeling pissed,3,anger,im feeling pissed,4,22,4.75,0,0,0,0
i am very stubborn but i feel like if i am going to be stubborn it should be in a manner that is going to help me,3,anger,stubborn feel like going stubborn manner going help,27,113,3.2222222222222223,0,0,0,0
i don t believe in my weakness he is strong i don t believe i am more than a conqueror and i feel like i m a real fake and it s not fine,0,sadness,don believe weakness strong don believe conqueror feel like m real fake not fine,34,136,3.0294117647058822,0,0,0,1
i feel loyal to the one im with now,2,love,feel loyal one im,9,35,3.0,0,0,0,0
i have this nasty feeling that i am being an ungrateful wretch,0,sadness,nasty feeling ungrateful wretch,12,62,4.25,0,0,0,0
i was feeling rebellious because of what was happening to us as a family,3,anger,feeling rebellious because happening family,14,72,4.214285714285714,0,0,0,0
i was in the bathroom i had sat down to pee it was to make me feel submissive again per instructions,0,sadness,bathroom sat pee make feel submissive per instructions,21,100,3.8095238095238093,0,0,0,0
i wrote this song at a time when i was feeling very disillusioned by the worship scene in the town where i live,0,sadness,wrote song time feeling disillusioned worship scene town live,23,111,3.869565217391304,0,0,0,0
i feel like being ignored,0,sadness,feel like ignored,5,25,4.2,0,0,0,0
i feel all bouncy and yay today for it,1,joy,feel bouncy yay today,9,38,3.3333333333333335,0,0,0,0
i come out of that fight feeling whipped and saddened and hated for who i am and i have to put on my big girl panties and pretend hey everything s fine even though we re pissy at each other,0,sadness,come fight feeling whipped saddened hated put big girl panties pretend hey everything fine even though re pissy,40,189,3.75,0,0,0,0
i feel unwelcome when i am with her,0,sadness,feel unwelcome,8,35,3.5,0,0,0,0
i had to preform a few poems to the class so i will feel confident when i preform,1,joy,preform few poems class feel confident preform,18,81,3.5555555555555554,0,0,0,0
i have just got home tonight from a beautiful surprise party for a gorgeous friends birthday and can i tell you i am feeling so sentimental and awed and actually totally lost for words to really explain how i am feeling,0,sadness,home tonight beautiful surprise party gorgeous friends birthday tell feeling sentimental awed actually totally lost words explain feeling,41,219,4.365853658536586,0,0,0,0
i put on make up for the first time in months because i needed to feel pretty,1,joy,put make first time months because needed feel pretty,17,77,3.588235294117647,0,0,0,0
i don t feel so nervous doing new things anymore i have more of an this is what i have to do and i will do it type of attitude rather than an i really hope i dont screw up type of attitude,4,fear,don feel nervous doing new things anymore type attitude rather hope dont screw type attitude,43,188,3.395348837209302,0,0,0,0
i friends its a feeling that runs under everything he is every dumbass word he says and moronic thing he does but its worst when hes with rukia,0,sadness,friends feeling runs under everything every dumbass word says moronic thing worst hes rukia,28,143,4.142857142857143,0,0,0,0
i feel about target blank download when people die how do i feel about how do people feel before they die the q amp a wiki it depends on how theyre dying who they are what theyre feeling and what they are thinking at that moment,0,sadness,feel target blank download people die feel people feel before die q amp wiki depends theyre dying theyre feeling thinking moment,46,228,3.9782608695652173,0,0,0,0
i feel angry because instead of asking how am i with my problem he accusing me and i am mad because it finally confirm what kind of person he is,3,anger,feel angry because instead asking problem accusing mad because finally confirm kind person,30,144,3.8333333333333335,0,0,0,0
i feel pathetic as if i have no meaning,0,sadness,feel pathetic no meaning,9,39,3.4444444444444446,0,0,0,1
i feel like a tree which is being shaken rudely from its comfortable ground,4,fear,feel like tree shaken rudely comfortable ground,14,75,4.428571428571429,0,0,0,0
ive last posted not that my mind hasnt been flooded with topics that i feel need to be entertained but more so to do with the influx of feelings and opinions without clarity as life happened,1,joy,ive last posted not mind hasnt flooded topics feel need entertained influx feelings opinions without clarity life happened,36,190,4.305555555555555,0,0,0,1
i would love to stop feeling so effing needy,0,sadness,love stop feeling effing needy,9,44,4.0,0,0,0,0
i feel a little sad about it but christmas is hardly on,0,sadness,feel little sad christmas hardly,12,55,3.6666666666666665,0,0,0,0
i feel dumb after that,0,sadness,feel dumb after,5,22,3.6,0,0,0,0
i feel that things are a lot more relaxed than they were maybe years ago,1,joy,feel things lot relaxed maybe years ago,15,72,3.8666666666666667,0,0,0,0
i alsways feel so carefree,1,joy,alsways feel carefree,5,26,4.4,0,0,0,0
i open my eyes in the morning my heart feels empty,0,sadness,open eyes morning heart feels empty,11,50,3.6363636363636362,0,0,0,0
i also cant sleep because all my life feels totally totally fucked and it makes no sense at all on one level i am sober and therefore all should be well but i have been living in so much self centered self willed thought and action and iam in such a world of pain right now,3,anger,cant sleep because life feels totally totally fucked makes no sense one level sober therefore well living much self centered self willed thought action iam such world pain right,56,273,3.892857142857143,0,0,0,1
i may even try to make her some matching hair bows or when i feel more talented make them and sell them,1,joy,may even try make matching hair bows feel talented make sell,22,103,3.727272727272727,0,0,0,0
i remember seeing it on the monitor and feeling like i had a truck on my chest and couldnt breathe my husband told me theyre going to intubate you now i wasnt convinced i would survive and wanted to live so badly,1,joy,remember seeing monitor feeling like truck chest couldnt breathe husband told theyre going intubate wasnt convinced survive wanted live badly,42,212,4.071428571428571,0,0,0,0
i didn t like the first book should have stayed with my gut feeling on that one liked the second book pretty well third book was a little better and i hated the last book,2,love,didn like first book stayed gut feeling one liked second book pretty well third book little better hated last book,35,170,3.8857142857142857,0,0,0,0
i miss feeling like i hated you,3,anger,miss feeling like hated,7,31,3.5714285714285716,0,0,0,0
i still cant shake the feeling that i might be unwelcome,0,sadness,still cant shake feeling might unwelcome,11,56,4.181818181818182,0,0,0,0
i had a quarrel with my father,3,anger,quarrel father,7,30,3.4285714285714284,0,0,0,0
i feel completely humiliated but i will not let that get in the way,0,sadness,feel completely humiliated not let way,14,67,3.857142857142857,0,0,0,1
i can often go a week or two without iming anyone at all if im not feeling especially outgoing and no one pokes at me,1,joy,often go week two without iming anyone im not feeling especially outgoing no one pokes,25,117,3.72,0,0,0,2
i have a hunch that in the coming months the republicans will try to tap into this overall feeling of discontent,0,sadness,hunch coming months republicans try tap overall feeling discontent,21,112,4.380952380952381,0,0,0,0
i devote a significant amount of emotional energy to feeling anxious and thus become irritable or frustrated with very little provocation,4,fear,devote significant amount emotional energy feeling anxious thus become irritable frustrated little provocation,21,137,5.571428571428571,0,0,0,0
i read your kindly feelings to the ones who are the very cause of your disruption you are a splendid person of the highest moral character i salute you,1,joy,read kindly feelings ones cause disruption splendid person highest moral character salute,29,151,4.241379310344827,0,0,0,0
i feel that if i met the author that we would get along because the writing seemed more friendly than formal,1,joy,feel met author along because writing seemed friendly formal,21,108,4.190476190476191,0,0,0,0
i would throw things and feel terrified and agitated,4,fear,throw things feel terrified agitated,9,52,4.888888888888889,0,0,0,0
i feel that these children will become violent and mentally unsafe as they get older because they are constantly in a dangerous environment,3,anger,feel children become violent mentally unsafe older because constantly dangerous environment,23,139,5.086956521739131,0,0,0,0
i had been feeling scared about being an ra because there is a lot of work that goes into that job,4,fear,feeling scared ra because lot work goes job,21,98,3.7142857142857144,0,0,0,0
i identify with being independent admittedly sometimes to a fault and being strapped all the time makes me feel needy,0,sadness,identify independent admittedly sometimes fault strapped time makes feel needy,20,117,4.9,0,0,0,0
im already beholding myself not to be indulged into high intensity of feeling homesick but i think i just did,0,sadness,im already beholding myself not indulged high intensity feeling homesick think,20,109,4.5,0,0,0,1
im feeling very nostalgic over what happened in the last four years,2,love,im feeling nostalgic over happened last four years,12,67,4.666666666666667,0,0,0,0
i even feel her hair looks superior here,1,joy,even feel hair looks superior,8,40,4.125,0,0,0,0
i feel he became frightened at the thought that i was putting my best foot forward,4,fear,feel became frightened thought putting best foot forward,16,82,4.1875,0,0,0,0
i could go on further but i feel like i ve tortured you enough for one day,3,anger,go further feel like ve tortured enough one day,17,74,3.411764705882353,0,0,0,0
im a year old boy who is feeling hopeless,0,sadness,im year old boy feeling hopeless,9,41,3.6666666666666665,0,0,0,0
i feel i m very lucky to have her as my mom,1,joy,feel m lucky mom,12,43,2.6666666666666665,0,0,0,0
i feel isolated and alone in my trade,0,sadness,feel isolated alone trade,8,37,3.75,0,0,0,0
ive made my feelings about people who are still supporting the gop in this election cycle a href http drinky lemur,2,love,ive made feelings people still supporting gop election cycle href http drinky lemur,21,114,4.476190476190476,0,0,0,0
i tend to become a little animated when i talk about something in which i feel passionate,2,love,tend become little animated talk something feel passionate,17,89,4.294117647058823,0,0,0,0
i feel uncomfortable and slobby,4,fear,feel uncomfortable slobby,5,31,5.4,0,0,0,0
im fancy and it does it in a way without feeling too over the top or snobbish,3,anger,im fancy way without feeling over top snobbish,17,77,3.588235294117647,0,0,0,0
i feel so unloved lately like i dont get given enough attention,0,sadness,feel unloved lately like dont given enough attention,12,63,4.333333333333333,0,0,0,0
i trust though it may take more courage than i feel i have that our god is a faithful god and even when i dont see the bigger picture my lord does,1,joy,trust though may take courage feel god faithful god even dont see bigger picture lord,32,146,3.59375,0,0,0,0
i have to push back the repressed expressions of a child of split marriage and say to myself no you had your chance its too late now to feel enraged by your situation but all i wanna do is yell at the top of my lungs fuck you this aint my fucking problem so dont make it that way,3,anger,push back repressed expressions child split marriage say myself no chance late feel enraged situation wanna yell top lungs fuck aint fucking problem dont make way,59,279,3.7457627118644066,0,0,0,1
i feel wholly and completely loved well most days,2,love,feel wholly completely loved well days,9,49,4.555555555555555,0,0,0,0
i lay here still awake i find myself feeling unhappy,0,sadness,lay still awake find myself feeling unhappy,10,52,4.3,0,0,0,0
when reading a newspaper story of a man who had committed incestuous acts on his twoyear old child the thought that anyone could do such a thing is abhorrent to me,3,anger,reading newspaper story man committed incestuous acts twoyear old child thought anyone such thing abhorrent,31,163,4.290322580645161,0,0,0,0
i need to know that it can be fixed and that i m going to feel gorgeous in this dress,1,joy,need know fixed m going feel gorgeous dress,20,85,3.3,0,0,0,0
i feel strongly impressed that there must be something for me to do,5,surprise,feel strongly impressed must something,13,67,4.230769230769231,0,0,0,0
i feel devastated betrayed and abandoned i ask for peace and comfort and a new direction,0,sadness,feel devastated betrayed abandoned ask peace comfort new direction,16,88,4.5625,0,0,0,0
i feel fine he adds with a bright smile,1,joy,feel fine adds bright smile,9,39,3.4444444444444446,0,0,0,0
i did not feel inhibited by the fact that the woman s clodia s husband sorry i mean brother i always make that slip is my personal enemy everitt,0,sadness,not feel inhibited fact woman clodia husband sorry mean brother always make slip personal enemy everitt,29,144,4.0,0,0,0,1
i have begun to feel really burdened for the women in our slums particularly my mamas in kina,0,sadness,begun feel burdened women slums particularly mamas kina,18,93,4.222222222222222,0,0,0,0
i feel lonely i reach out and call my sister or my mom but neither one was available,0,sadness,feel lonely reach call sister mom neither one available,18,84,3.7222222222222223,0,0,0,0
i view much like a little sister has a habit of building me up on the darkest of days and she has done a remarkable job lately even just by asking my advice she makes me feel valued,1,joy,view much like little sister habit building darkest days done remarkable job lately even asking advice makes feel valued,38,181,3.789473684210526,0,0,0,0
im just nosy or i like to see the process or behind the scenes of a peice but i feel like i should at least provide a little treat to everyone who is curious like me,5,surprise,im nosy like see process behind scenes peice feel like least provide little treat everyone curious like,36,165,3.611111111111111,0,0,0,0
i feel like im being greedy when i say i want more money,3,anger,feel like im greedy say want money,13,56,3.3846153846153846,0,0,0,0
i feel marginalised frequently intimidated on the roads and i often feel that both the law and the rules that define what a safe road layout looks like simply dont make any sense when im using a bicycle as my mode of transport,4,fear,feel marginalised frequently intimidated roads often feel law rules define safe road layout looks like simply dont make any sense im using bicycle mode transport,43,226,4.27906976744186,0,0,0,0
i know that obrian can do good characterisation as evidenced in his main characters it just feels like he couldnt be bothered to extend that to the rest of the crew,3,anger,know obrian good characterisation evidenced main characters feels like couldnt bothered extend rest crew,31,164,4.32258064516129,0,0,0,0
i started on this day and no matter how well i did i would feel horrible,0,sadness,started day no matter well feel horrible,16,72,3.5625,0,0,0,1
i was feeling pretty low and despite it being the wettest summer i can rec,0,sadness,feeling pretty low despite wettest summer rec,15,74,4.0,0,0,0,0
ive been feeling like im on shaky quilting waters and have started questioning my work,4,fear,ive feeling like im shaky quilting waters started questioning work,15,86,4.8,0,0,0,0
i still feel very very disheartened,0,sadness,still feel disheartened,6,35,5.0,0,0,0,0
i feel thompson needs to work on then again i m not exactly impressed by flash and fluff,5,surprise,feel thompson needs work m not exactly impressed flash fluff,18,88,3.9444444444444446,0,0,0,1
i really feel like this year will be a mellow one,1,joy,feel like year mellow one,11,49,3.5454545454545454,0,0,0,0
i have enjoyed the experienced of being entranced by most none up to this point have ever made me feel the experience of being devoted,2,love,enjoyed experienced entranced none point ever made feel experience devoted,25,134,4.4,0,0,0,0
i feel like everyone will think i am a fake and point and laugh at me,0,sadness,feel like everyone think fake point laugh,16,69,3.375,0,0,0,0
i still feel devastated,0,sadness,still feel devastated,4,23,5.0,0,0,0,0
i feel that i shouldnt be his back up a rel nofollow target blank title girlfriend href http eepctqlhiafjwnrrmas,0,sadness,feel shouldnt back rel nofollow target blank title girlfriend href http eepctqlhiafjwnrrmas,19,112,4.947368421052632,0,0,0,0
i no longer feel timid or insecure when i walked,4,fear,no longer feel timid insecure walked,10,48,3.9,0,0,0,1
i feel quite naughty but the,2,love,feel quite naughty,6,28,3.8333333333333335,0,0,0,0
i feel amazing when i lift,5,surprise,feel amazing lift,6,26,3.5,0,0,0,0
i think we ll feel pretty good about that,1,joy,think ll feel pretty good,9,41,3.6666666666666665,0,0,0,0
i have no control over what comes out of the sky but with a busy christmas period and games in january all again weather permitting i feel alex will be a very useful addition to our squad,1,joy,no control over comes sky busy christmas period games january weather permitting feel alex useful addition squad,37,187,4.081081081081081,0,0,0,1
i don t even think that i should feel ashamed because then i would be denying my true self,0,sadness,don even think feel ashamed because denying true self,19,90,3.789473684210526,0,0,0,0
i wasn t laying around my disgusting apartment feeling melancholy anymore,0,sadness,wasn laying around disgusting apartment feeling melancholy anymore,11,73,5.7272727272727275,0,0,0,0
i kept feeling like i missed something and i needed to go back and re read,0,sadness,kept feeling like missed something needed go back re read,16,74,3.6875,0,0,0,0
i dint use all purpose flour as i was feeling guilty for not having healthy breakfast,0,sadness,dint use purpose flour feeling guilty not having healthy breakfast,16,85,4.375,0,0,0,1
i just have this awful feeling that im going to do something really idiotic like decide to make my simple quick to make mini tote a more tricky project by deciding to use two pieces which need to be stitched together,0,sadness,awful feeling im going something idiotic like decide make simple quick make mini tote tricky project deciding use two pieces need stitched together,41,216,4.2926829268292686,0,0,0,0
im by no means huge however as im only i find that any extra weight at all makes me feel very uncomfortable in myself as well as my clothes,4,fear,im no means huge however im only find any extra weight makes feel uncomfortable myself well clothes,29,139,3.8275862068965516,0,0,0,1
i am so hurt and feel so abused,0,sadness,hurt feel abused,8,31,3.0,0,0,0,0
i actually started this about hours ago and got distracted and now the flow is all odd and my roommate is here so i feel very rude just typing away,3,anger,actually started hours ago distracted flow odd roommate feel rude typing away,30,147,3.933333333333333,0,0,0,0
i don t want you to feel left out o faithful reader i love you too,2,love,don want feel left o faithful reader love,16,66,3.1875,0,0,0,0
i feel that because pencil skirts are so elegant they look their best paired simply with minimal colours to complement the chic structured design,1,joy,feel because pencil skirts elegant look best paired simply minimal colours complement chic structured design,24,145,5.083333333333333,0,0,0,0
